,0,1
0,"[16, 16, 16, 16, 16, 16]",49.30494016575844
1,"[15, 16, 16, 16, 16, 16]",49.253700589004794
2,"[14, 16, 16, 16, 16, 16]",49.101252148401244
3,"[13, 16, 16, 16, 16, 16]",48.75773335981201
4,"[12, 16, 16, 16, 16, 16]",48.03716824445101
5,"[11, 16, 16, 16, 16, 16]",46.4893635286496
6,"[10, 16, 16, 16, 16, 16]",42.99997562827372
7,"[9, 16, 16, 16, 16, 16]",38.25000694771227
8,"[8, 16, 16, 16, 16, 16]",32.87556614201749
9,"[11, 16, 16, 16, 16, 16]",46.4893635286496
10,"[11, 15, 16, 16, 16, 16]",46.44278205084342
11,"[11, 14, 16, 16, 16, 16]",46.30630849535978
12,"[11, 13, 16, 16, 16, 16]",45.986513635045085
13,"[11, 12, 16, 16, 16, 16]",45.28223910947433
14,"[11, 11, 16, 16, 16, 16]",43.07695771564389
15,"[11, 10, 16, 16, 16, 16]",39.29399097489582
16,"[11, 9, 16, 16, 16, 16]",34.54091623372257
17,"[11, 11, 16, 16, 16, 16]",43.07695771564389
18,"[11, 11, 15, 16, 16, 16]",43.04265304984487
19,"[11, 11, 14, 16, 16, 16]",42.939035895996085
20,"[11, 11, 13, 16, 16, 16]",42.65696853795547
21,"[11, 11, 12, 16, 16, 16]",42.06001168051665
22,"[11, 11, 11, 16, 16, 16]",39.84613535846081
23,"[11, 11, 10, 16, 16, 16]",36.16704476763889
24,"[11, 11, 9, 16, 16, 16]",31.34658964160112
25,"[11, 11, 11, 16, 16, 16]",39.84613535846081
26,"[11, 11, 11, 15, 15, 16]",39.75823483095872
27,"[11, 11, 11, 14, 14, 16]",39.58875872879039
28,"[11, 11, 11, 13, 13, 16]",39.19403763483522
29,"[11, 11, 11, 12, 12, 16]",37.76981895390379
30,"[11, 11, 11, 11, 11, 16]",34.7157249885717
