,0,1,2
0,"[16, 16, 16, 16, 16, 16]","[10, 16, 16, 16, 16, 16]",45.78578096192688
1,"[15, 16, 16, 16, 16, 16]","[10, 15, 16, 16, 16, 16]",45.70711795132433
2,"[14, 16, 16, 16, 16, 16]","[10, 14, 16, 16, 16, 16]",45.553368488421704
3,"[13, 16, 16, 16, 16, 16]","[10, 13, 16, 16, 16, 16]",45.131952176051435
4,"[12, 16, 16, 16, 16, 16]","[10, 12, 16, 16, 16, 16]",44.443060404052055
5,"[13, 16, 16, 16, 16, 16]","[10, 13, 16, 16, 16, 16]",45.131952176051435
6,"[13, 15, 16, 16, 16, 16]","[10, 13, 15, 16, 16, 16]",45.051681596771935
7,"[13, 14, 16, 16, 16, 16]","[10, 13, 14, 16, 16, 16]",44.91136901444221
8,"[13, 15, 16, 16, 16, 16]","[10, 13, 15, 16, 16, 16]",45.051681596771935
9,"[13, 15, 15, 16, 16, 16]","[10, 13, 15, 15, 16, 16]",44.93344486429897
10,"[13, 15, 16, 16, 16, 16]","[10, 13, 15, 16, 16, 16]",45.051681596771935
11,"[13, 15, 16, 15, 15, 16]","[10, 13, 15, 16, 15, 15]",44.63290545003695
