,0,1,2
0,"[16, 16, 16, 16, 16, 16]","[7, 16, 16, 16, 16, 16]",29.191030404229174
1,"[15, 16, 16, 16, 16, 16]","[7, 15, 16, 16, 16, 16]",29.18794294525461
2,"[14, 16, 16, 16, 16, 16]","[7, 14, 16, 16, 16, 16]",29.183395119695582
3,"[13, 16, 16, 16, 16, 16]","[7, 13, 16, 16, 16, 16]",29.165402461803957
4,"[12, 16, 16, 16, 16, 16]","[7, 12, 16, 16, 16, 16]",29.098479927650065
5,"[11, 16, 16, 16, 16, 16]","[7, 11, 16, 16, 16, 16]",28.952450612565595
6,"[10, 16, 16, 16, 16, 16]","[7, 10, 16, 16, 16, 16]",28.543502595241407
7,"[9, 16, 16, 16, 16, 16]","[7, 9, 16, 16, 16, 16]",27.685435757809888
8,"[8, 16, 16, 16, 16, 16]","[7, 8, 16, 16, 16, 16]",26.159164705511092
9,"[7, 16, 16, 16, 16, 16]","[7, 7, 16, 16, 16, 16]",22.805574897202742
10,"[8, 16, 16, 16, 16, 16]","[7, 8, 16, 16, 16, 16]",26.159164705511092
11,"[8, 15, 16, 16, 16, 16]","[7, 8, 15, 16, 16, 16]",26.157450669858246
12,"[8, 14, 16, 16, 16, 16]","[7, 8, 14, 16, 16, 16]",26.15145581387904
13,"[8, 13, 16, 16, 16, 16]","[7, 8, 13, 16, 16, 16]",26.11954913009431
14,"[8, 12, 16, 16, 16, 16]","[7, 8, 12, 16, 16, 16]",26.047506066700095
15,"[8, 11, 16, 16, 16, 16]","[7, 8, 11, 16, 16, 16]",25.895272191263402
16,"[8, 10, 16, 16, 16, 16]","[7, 8, 10, 16, 16, 16]",25.50311886658769
17,"[8, 9, 16, 16, 16, 16]","[7, 8, 9, 16, 16, 16]",24.746966398319092
18,"[8, 10, 16, 16, 16, 16]","[7, 8, 10, 16, 16, 16]",25.50311886658769
19,"[8, 10, 15, 16, 16, 16]","[7, 8, 10, 15, 16, 16]",25.497362065543633
20,"[8, 10, 14, 16, 16, 16]","[7, 8, 10, 14, 16, 16]",25.48096810567012
21,"[8, 10, 13, 16, 16, 16]","[7, 8, 10, 13, 16, 16]",25.44296937908587
22,"[8, 10, 12, 16, 16, 16]","[7, 8, 10, 12, 16, 16]",25.361747985239553
23,"[8, 10, 11, 16, 16, 16]","[7, 8, 10, 11, 16, 16]",25.19344934083496
24,"[8, 10, 10, 16, 16, 16]","[7, 8, 10, 10, 16, 16]",24.640727977296756
25,"[8, 10, 11, 16, 16, 16]","[7, 8, 10, 11, 16, 16]",25.19344934083496
26,"[8, 10, 11, 15, 15, 16]","[7, 8, 10, 11, 15, 15]",25.176834352049312
27,"[8, 10, 11, 14, 14, 16]","[7, 8, 10, 11, 14, 14]",25.141996543149588
28,"[8, 10, 11, 13, 13, 16]","[7, 8, 10, 11, 13, 13]",25.074083725963
29,"[8, 10, 11, 12, 12, 16]","[7, 8, 10, 11, 12, 12]",24.825755846164494
