,0,1,2
0,"[16, 16, 16, 16, 16, 16]","[6, 16, 16, 16, 16, 16]",23.21724032141289
1,"[15, 16, 16, 16, 16, 16]","[6, 15, 16, 16, 16, 16]",23.216399503905315
2,"[14, 16, 16, 16, 16, 16]","[6, 14, 16, 16, 16, 16]",23.214514060061237
3,"[13, 16, 16, 16, 16, 16]","[6, 13, 16, 16, 16, 16]",23.206148703944294
4,"[12, 16, 16, 16, 16, 16]","[6, 12, 16, 16, 16, 16]",23.19928423589848
5,"[11, 16, 16, 16, 16, 16]","[6, 11, 16, 16, 16, 16]",23.183567147652234
6,"[10, 16, 16, 16, 16, 16]","[6, 10, 16, 16, 16, 16]",23.02946398153577
7,"[9, 16, 16, 16, 16, 16]","[6, 9, 16, 16, 16, 16]",22.65636241470716
8,"[8, 16, 16, 16, 16, 16]","[6, 8, 16, 16, 16, 16]",21.90735752162335
9,"[7, 16, 16, 16, 16, 16]","[6, 7, 16, 16, 16, 16]",20.238573191098205
10,"[6, 16, 16, 16, 16, 16]","[6, 6, 16, 16, 16, 16]",17.06199806590329
11,"[7, 16, 16, 16, 16, 16]","[6, 7, 16, 16, 16, 16]",20.238573191098205
12,"[7, 15, 16, 16, 16, 16]","[6, 7, 15, 16, 16, 16]",20.23773758837461
13,"[7, 14, 16, 16, 16, 16]","[6, 7, 14, 16, 16, 16]",20.23773758837461
14,"[7, 13, 16, 16, 16, 16]","[6, 7, 13, 16, 16, 16]",20.235801455340383
15,"[7, 12, 16, 16, 16, 16]","[6, 7, 12, 16, 16, 16]",20.211746579758103
16,"[7, 11, 16, 16, 16, 16]","[6, 7, 11, 16, 16, 16]",20.14753783668672
17,"[7, 10, 16, 16, 16, 16]","[6, 7, 10, 16, 16, 16]",19.96743859492441
18,"[7, 11, 16, 16, 16, 16]","[6, 7, 11, 16, 16, 16]",20.14753783668672
19,"[7, 11, 15, 16, 16, 16]","[6, 7, 11, 15, 16, 16]",20.14345788273748
20,"[7, 11, 14, 16, 16, 16]","[6, 7, 11, 14, 16, 16]",20.13583506145032
21,"[7, 11, 13, 16, 16, 16]","[6, 7, 11, 13, 16, 16]",20.1160668432166
22,"[7, 11, 12, 16, 16, 16]","[6, 7, 11, 12, 16, 16]",20.07781252690943
23,"[7, 11, 11, 16, 16, 16]","[6, 7, 11, 11, 16, 16]",19.947929271203055
24,"[7, 11, 12, 16, 16, 16]","[6, 7, 11, 12, 16, 16]",20.07781252690943
25,"[7, 11, 12, 15, 15, 16]","[6, 7, 11, 12, 15, 15]",20.069452002255534
26,"[7, 11, 12, 14, 14, 16]","[6, 7, 11, 12, 14, 14]",20.051247193358755
27,"[7, 11, 12, 13, 13, 16]","[6, 7, 11, 12, 13, 13]",19.988489539109345
