,0,1,2
0,"[16, 16, 16, 16, 16, 16]","[9, 16, 16, 16, 16, 16]",40.60269198379821
1,"[15, 16, 16, 16, 16, 16]","[9, 15, 16, 16, 16, 16]",40.576645473119186
2,"[14, 16, 16, 16, 16, 16]","[9, 14, 16, 16, 16, 16]",40.50456916780881
3,"[13, 16, 16, 16, 16, 16]","[9, 13, 16, 16, 16, 16]",40.3011631286761
4,"[12, 16, 16, 16, 16, 16]","[9, 12, 16, 16, 16, 16]",39.94504118024603
5,"[13, 16, 16, 16, 16, 16]","[9, 13, 16, 16, 16, 16]",40.3011631286761
6,"[13, 15, 16, 16, 16, 16]","[9, 13, 15, 16, 16, 16]",40.256821514463574
7,"[13, 14, 16, 16, 16, 16]","[9, 13, 14, 16, 16, 16]",40.17734541407081
8,"[13, 13, 16, 16, 16, 16]","[9, 13, 13, 16, 16, 16]",39.90835747901472
9,"[13, 14, 16, 16, 16, 16]","[9, 13, 14, 16, 16, 16]",40.17734541407081
10,"[13, 14, 15, 16, 16, 16]","[9, 13, 14, 15, 16, 16]",40.13256091507512
11,"[13, 14, 14, 16, 16, 16]","[9, 13, 14, 14, 16, 16]",39.98034697340763
12,"[13, 14, 15, 16, 16, 16]","[9, 13, 14, 15, 16, 16]",40.13256091507512
13,"[13, 14, 15, 15, 15, 16]","[9, 13, 14, 15, 15, 15]",39.91926324805209
