,0,1
0,"[16, 16, 16, 16, 16, 16]",39.76718746422929
1,"[15, 16, 16, 16, 16, 16]",39.76744648337452
2,"[14, 16, 16, 16, 16, 16]",39.75870021122842
3,"[13, 16, 16, 16, 16, 16]",39.74865397876413
4,"[12, 16, 16, 16, 16, 16]",39.7025775823906
5,"[11, 16, 16, 16, 16, 16]",39.60119561502106
6,"[10, 16, 16, 16, 16, 16]",39.27079804715331
7,"[9, 16, 16, 16, 16, 16]",38.43609510638026
8,"[8, 16, 16, 16, 16, 16]",35.1623810956763
9,"[7, 16, 16, 16, 16, 16]",30.34084813492075
10,"[8, 16, 16, 16, 16, 16]",35.1623810956763
11,"[8, 15, 16, 16, 16, 16]",35.160492630311595
12,"[8, 14, 16, 16, 16, 16]",35.1540118278711
13,"[8, 13, 16, 16, 16, 16]",35.14169380448591
14,"[8, 12, 16, 16, 16, 16]",35.102580091412776
15,"[8, 11, 16, 16, 16, 16]",35.02446885482577
16,"[8, 10, 16, 16, 16, 16]",34.75881019354452
17,"[8, 11, 16, 16, 16, 16]",35.02446885482577
18,"[8, 11, 15, 16, 16, 16]",35.023155405114785
19,"[8, 11, 14, 16, 16, 16]",35.021256958163725
20,"[8, 11, 13, 16, 16, 16]",35.00494999640831
21,"[8, 11, 12, 16, 16, 16]",34.95719606332469
22,"[8, 11, 13, 16, 16, 16]",35.00494999640831
23,"[8, 11, 13, 15, 15, 16]",34.996440901183455
