,0,1
0,"[16, 16, 16, 16, 16, 16]",57.01611362087439
1,"[15, 16, 16, 16, 16, 16]",56.99245868122139
2,"[14, 16, 16, 16, 16, 16]",56.91921134123506
3,"[13, 16, 16, 16, 16, 16]",56.645585203924924
4,"[12, 16, 16, 16, 16, 16]",55.83245487821991
5,"[11, 16, 16, 16, 16, 16]",52.74651021061372
6,"[12, 16, 16, 16, 16, 16]",55.83245487821991
7,"[12, 15, 16, 16, 16, 16]",55.80050542982648
8,"[12, 14, 16, 16, 16, 16]",55.70411519602921
9,"[12, 13, 16, 16, 16, 16]",55.38566781007414
10,"[12, 12, 16, 16, 16, 16]",53.31559560452482
11,"[12, 13, 16, 16, 16, 16]",55.38566781007414
12,"[12, 13, 15, 16, 16, 16]",55.35216291980355
13,"[12, 13, 14, 16, 16, 16]",55.22479292132928
14,"[12, 13, 13, 16, 16, 16]",53.96115473883826
15,"[12, 13, 14, 16, 16, 16]",55.22479292132928
16,"[12, 13, 14, 15, 15, 16]",54.68424483612574
