,0,1,2,3,4,5,6
0,(-0.512939453125+0j),(-0.286346435546875+0j),(0.300811767578125+0j),(0.476287841796875+0j),(0.252105712890625+0j),(0.19012451171875+0j),(0.179168701171875+0j)
1,(0.00439453125+0j),(0.4088134765625+0j),(0.405548095703125+0j),(0.40557861328125+0j),(0.23638916015625+0j),(0.168243408203125+0j),(-0.0040283203125-0.0233154296875j)
2,(-0.676116943359375+0j),(0.148101806640625+0j),(-0.32244873046875+0j),(-0.092041015625+0j),(0.128173828125+0j),(0.06195068359375+0j),(0.081146240234375+0.0172119140625j)
3,(0.642425537109375+0j),(0.645416259765625+0j),(0.130950927734375+0j),(0.27105712890625+0j),(0.10009765625+0j),-0.068145751953125j,(-0.106842041015625+0.083221435546875j)
4,(-0.537200927734375+0j),(0.057464599609375+0j),(-0.0072021484375+0j),(0.0279541015625+0j),(0.224151611328125+0j),(0.112060546875+0.110107421875j),(-0.04144287109375+0.042083740234375j)
5,(0.104644775390625+0j),(0.371337890625+0j),(0.151763916015625+0j),(0.067230224609375+0j),(0.119598388671875-0.119598388671875j),(-0.000640869140625-0.1202392578125j),(-0.05682373046875+0.06707763671875j)
6,(0.852691650390625+0j),(0.518463134765625+0j),(0.22955322265625+0j),(0.348388671875+0j),0.22021484375j,(0.112060546875-0.110107421875j),(-0.11181640625-0.06201171875j)
7,(-0.205230712890625+0j),(-0.427734375+0j),(-0.080169677734375+0j),(-0.07086181640625+0j),(-0.120880126953125-0.120880126953125j),(0.000640869140625-0.1202392578125j),(-0.0001220703125+0.026824951171875j)
8,(0.93572998046875+0j),(0.95404052734375+0j),(0.651763916015625+0j),(-0.17547607421875+0j),(-0.087738037109375+0.017578125j),(-0.063568115234375+0.07049560546875j),(0.055694580078125-0.00506591796875j)
9,(0.462921142578125+0j),(0.195648193359375+0j),(0.405609130859375+0j),0j,(-0.016143798828125-0.039031982421875j),(-0.019317626953125+0.013702392578125j),(-3.0517578125e-05+0.01904296875j)
10,(0.096221923828125+0j),(-0.4356689453125+0j),(0.138336181640625+0j),(-0.162872314453125+0.162872314453125j),(-0.0394287109375+0.123443603515625j),(-0.024139404296875-0.05291748046875j),(-0.034820556640625-0.04888916015625j)
11,(0.257843017578125+0j),(0.063385009765625+0j),(0.41119384765625+0j),(-0.0535888671875+0.129425048828125j),(-0.022491455078125+0.06646728515625j),(-0.052734375-0.003173828125j),(-0.036163330078125+0.00921630859375j)
12,(0.172119140625+0j),(0.00103759765625+0j),(0.0631103515625+0j),0.03515625j,(-0.087738037109375-0.017578125j),(-0.024139404296875+0.05291748046875j),(0.0142822265625+0.024871826171875j)
