,0,1
0,"[16, 16, 16, 16, 16, 16]",43.82012355690257
1,"[15, 16, 16, 16, 16, 16]",43.79961881205531
2,"[14, 16, 16, 16, 16, 16]",43.71794756804428
3,"[13, 16, 16, 16, 16, 16]",43.54531172321699
4,"[12, 16, 16, 16, 16, 16]",43.19016120352565
5,"[11, 16, 16, 16, 16, 16]",42.4078992773091
6,"[10, 16, 16, 16, 16, 16]",40.77692787284117
7,"[9, 16, 16, 16, 16, 16]",37.128041744694784
8,"[8, 16, 16, 16, 16, 16]",32.35841482031182
9,"[10, 16, 16, 16, 16, 16]",40.77692787284117
10,"[10, 15, 16, 16, 16, 16]",40.75075158572329
11,"[10, 14, 16, 16, 16, 16]",40.68125741652359
12,"[10, 13, 16, 16, 16, 16]",40.54364099944078
13,"[10, 12, 16, 16, 16, 16]",40.20509419477086
14,"[10, 11, 16, 16, 16, 16]",39.47268099940834
15,"[10, 10, 16, 16, 16, 16]",37.20395803774111
16,"[10, 9, 16, 16, 16, 16]",33.41214070637648
17,"[10, 10, 16, 16, 16, 16]",37.20395803774111
18,"[10, 10, 15, 16, 16, 16]",37.18986678942832
19,"[10, 10, 14, 16, 16, 16]",37.13734982737237
20,"[10, 10, 13, 16, 16, 16]",37.00037411764963
21,"[10, 10, 12, 16, 16, 16]",36.70829157637023
22,"[10, 10, 11, 16, 16, 16]",36.123221799340634
23,"[10, 10, 10, 16, 16, 16]",33.93859905634272
24,"[10, 10, 11, 16, 16, 16]",36.123221799340634
25,"[10, 10, 11, 15, 15, 16]",36.06797124959089
26,"[10, 10, 11, 14, 14, 16]",35.95215425342472
27,"[10, 10, 11, 13, 13, 16]",35.70214571949622
28,"[10, 10, 11, 12, 12, 16]",34.8007159632248
