,0,1
0,"[16, 16, 16, 16, 16, 16]",38.1535807974631
1,"[15, 16, 16, 16, 16, 16]",38.14340080234566
2,"[14, 16, 16, 16, 16, 16]",38.10370752923449
3,"[13, 16, 16, 16, 16, 16]",38.02054740562513
4,"[12, 16, 16, 16, 16, 16]",37.84674004907656
5,"[11, 16, 16, 16, 16, 16]",37.4803175933402
6,"[10, 16, 16, 16, 16, 16]",36.650663056953924
7,"[9, 16, 16, 16, 16, 16]",34.968524196322015
8,"[10, 16, 16, 16, 16, 16]",36.650663056953924
9,"[10, 15, 16, 16, 16, 16]",36.6368397926844
10,"[10, 14, 16, 16, 16, 16]",36.59535143949444
11,"[10, 13, 16, 16, 16, 16]",36.513875992225124
12,"[10, 12, 16, 16, 16, 16]",36.30838898252318
13,"[10, 11, 16, 16, 16, 16]",35.8794799617446
14,"[10, 10, 16, 16, 16, 16]",34.61019841167026
15,"[10, 11, 16, 16, 16, 16]",35.8794799617446
16,"[10, 11, 15, 16, 16, 16]",35.867727095238855
17,"[10, 11, 14, 16, 16, 16]",35.82836272385015
18,"[10, 11, 13, 16, 16, 16]",35.718679862056895
19,"[10, 11, 12, 16, 16, 16]",35.49185307987943
20,"[10, 11, 11, 16, 16, 16]",34.58673567193228
21,"[10, 11, 12, 16, 16, 16]",35.49185307987943
22,"[10, 11, 12, 15, 15, 16]",35.44128298507747
23,"[10, 11, 12, 14, 14, 16]",35.339026538191064
24,"[10, 11, 12, 13, 13, 16]",34.92913230927193
