,0,1,2
0,"[9, 16, 16, 16, 16, 16]","[16, 9, 16, 16, 16, 16]",36.994800263112296
1,"[9, 15, 15, 16, 16, 16]","[16, 9, 16, 15, 16, 16]",36.934852025175566
2,"[9, 14, 14, 16, 16, 16]","[16, 9, 16, 14, 16, 16]",36.80438516449828
3,"[9, 13, 13, 16, 16, 16]","[16, 9, 16, 13, 16, 16]",36.49943403456398
4,"[9, 12, 12, 16, 16, 16]","[16, 9, 16, 12, 16, 16]",35.877321110264646
5,"[9, 11, 11, 16, 16, 16]","[16, 9, 16, 11, 16, 16]",34.59885487744346
6,"[9, 12, 12, 16, 16, 16]","[16, 9, 16, 12, 16, 16]",35.877321110264646
7,"[9, 12, 12, 15, 15, 16]","[16, 9, 16, 12, 16, 15]",35.76935033868761
8,"[9, 12, 12, 14, 14, 16]","[16, 9, 16, 12, 16, 14]",35.55393587705616
9,"[9, 12, 12, 13, 13, 16]","[16, 9, 16, 12, 16, 13]",35.01300487497529
10,"[9, 12, 12, 12, 12, 16]","[16, 9, 16, 12, 16, 12]",33.869900346666135
