,0,1,2,3,4,5
0,(0.080535888671875+0j),(0.08050537109375+0j),(0.080322265625+0j),(0.08056640625+0j),(0.08056640625+0j),(0.080078125+0j)
1,(0.0306396484375+0.0325927734375j),(0.0306396484375+0.03277587890625j),(0.030517578125+0.0325927734375j),(0.030517578125+0.03271484375j),(0.03076171875+0.03271484375j),(0.0302734375+0.0322265625j)
2,(0.07952880859375+0.015289306640625j),(0.07940673828125+0.01531982421875j),(0.0794677734375+0.015380859375j),(0.07958984375+0.015380859375j),(0.07958984375+0.015625j),(0.0791015625+0.015625j)
3,(-0.09161376953125-0.047607421875j),(-0.091552734375-0.047607421875j),(-0.0916748046875-0.047607421875j),(-0.091552734375-0.0478515625j),(-0.091796875-0.0478515625j),(-0.091796875-0.0478515625j)
4,(0.02203369140625+0.03302001953125j),(0.02203369140625+0.032958984375j),(0.02197265625+0.032958984375j),(0.02197265625+0.032958984375j),(0.02197265625+0.033203125j),(0.0224609375+0.033203125j)
5,(0.08221435546875-0.0269775390625j),(0.082305908203125-0.027099609375j),(0.0821533203125-0.0269775390625j),(0.082275390625-0.02685546875j),(0.08203125-0.02685546875j),(0.08203125-0.02734375j)
6,(-0.004058837890625-0.0340576171875j),(-0.00408935546875-0.03411865234375j),(-0.00390625-0.0341796875j),(-0.00390625-0.0341796875j),(-0.00390625-0.03369140625j),(-0.00390625-0.0341796875j)
7,(0.069549560546875-0.07269287109375j),(0.06964111328125-0.07275390625j),(0.069580078125-0.07275390625j),(0.069580078125-0.072509765625j),(0.0693359375-0.07275390625j),(0.0693359375-0.072265625j)
8,(-0.00653076171875-0.003326416015625j),(-0.006591796875-0.00341796875j),(-0.006744384765625-0.00347900390625j),(-0.006591796875-0.00341796875j),(-0.0068359375-0.00341796875j),(-0.0068359375-0.0029296875j)
9,(0.0457763671875-0.0477294921875j),(0.04583740234375-0.047698974609375j),(0.04571533203125-0.047821044921875j),(0.045654296875-0.047607421875j),(0.04541015625-0.0478515625j),(0.0458984375-0.0478515625j)
10,(0.008270263671875-0.01318359375j),(0.00836181640625-0.0130615234375j),(0.008270263671875-0.01312255859375j),(0.00830078125-0.01318359375j),(0.00830078125-0.01318359375j),(0.0078125-0.0126953125j)
11,(-0.039337158203125-0.0340576171875j),(-0.039306640625-0.03399658203125j),(-0.039306640625-0.0341796875j),(-0.039306640625-0.0341796875j),(-0.0390625-0.0341796875j),(-0.0390625-0.0341796875j)
