,0,1,2
0,"[9, 16, 16, 16, 16, 16]","[16, 9, 16, 16, 16, 16]",36.982332655690314
1,"[9, 15, 15, 16, 16, 16]","[16, 9, 16, 15, 16, 16]",36.92245741609544
2,"[9, 14, 14, 16, 16, 16]","[16, 9, 16, 14, 16, 16]",36.79216152452084
3,"[9, 13, 13, 16, 16, 16]","[16, 9, 16, 13, 16, 16]",36.48761591614187
4,"[9, 12, 12, 16, 16, 16]","[16, 9, 16, 12, 16, 16]",35.86633904120535
5,"[9, 11, 11, 16, 16, 16]","[16, 9, 16, 11, 16, 16]",34.589510801637836
6,"[9, 12, 12, 16, 16, 16]","[16, 9, 16, 12, 16, 16]",35.86633904120535
7,"[9, 12, 12, 15, 15, 16]","[16, 9, 16, 12, 16, 15]",35.758478720392596
8,"[9, 12, 12, 14, 14, 16]","[16, 9, 16, 12, 16, 14]",35.54329649626732
9,"[9, 12, 12, 13, 13, 16]","[16, 9, 16, 12, 16, 13]",35.00295036129346
10,"[9, 12, 12, 12, 12, 16]","[16, 9, 16, 12, 16, 12]",33.86107918530091
