,0,1,2
0,"[16, 16, 16, 16, 16, 16]","[11, 16, 16, 16, 16, 16]",56.03392289150607
1,"[15, 16, 16, 16, 16, 16]","[11, 15, 16, 16, 16, 16]",55.99640482290763
2,"[14, 16, 16, 16, 16, 16]","[11, 14, 16, 16, 16, 16]",55.89614658094317
3,"[13, 16, 16, 16, 16, 16]","[11, 13, 16, 16, 16, 16]",55.36541256852337
4,"[12, 16, 16, 16, 16, 16]","[11, 12, 16, 16, 16, 16]",54.39169905858818
5,"[13, 16, 16, 16, 16, 16]","[11, 13, 16, 16, 16, 16]",55.36541256852337
6,"[13, 15, 16, 16, 16, 16]","[11, 13, 15, 16, 16, 16]",55.31395607238155
7,"[13, 14, 16, 16, 16, 16]","[11, 13, 14, 16, 16, 16]",55.25511208051457
8,"[13, 13, 16, 16, 16, 16]","[11, 13, 13, 16, 16, 16]",54.69866811351201
9,"[13, 14, 16, 16, 16, 16]","[11, 13, 14, 16, 16, 16]",55.25511208051457
10,"[13, 14, 15, 16, 16, 16]","[11, 13, 14, 15, 16, 16]",55.17312972300715
11,"[13, 14, 14, 16, 16, 16]","[11, 13, 14, 14, 16, 16]",54.85396578849596
12,"[13, 14, 15, 16, 16, 16]","[11, 13, 14, 15, 16, 16]",55.17312972300715
13,"[13, 14, 15, 15, 15, 16]","[11, 13, 14, 15, 15, 15]",54.7010673001046
