,0,1,2
0,"[16, 16, 16, 16, 16, 16]","[12, 16, 16, 16, 16, 16]",56.446168560460436
1,"[15, 16, 16, 16, 16, 16]","[12, 15, 16, 16, 16, 16]",56.18243505217885
2,"[14, 16, 16, 16, 16, 16]","[12, 14, 16, 16, 16, 16]",55.643378201042815
3,"[13, 16, 16, 16, 16, 16]","[12, 13, 16, 16, 16, 16]",54.2935294547269
4,"[14, 16, 16, 16, 16, 16]","[12, 14, 16, 16, 16, 16]",55.643378201042815
5,"[14, 15, 16, 16, 16, 16]","[12, 14, 15, 16, 16, 16]",55.409145187159744
6,"[14, 14, 16, 16, 16, 16]","[12, 14, 14, 16, 16, 16]",54.74491264033545
7,"[14, 15, 16, 16, 16, 16]","[12, 14, 15, 16, 16, 16]",55.409145187159744
8,"[14, 15, 15, 16, 16, 16]","[12, 14, 15, 15, 16, 16]",54.96856698757369
9,"[14, 15, 16, 16, 16, 16]","[12, 14, 15, 16, 16, 16]",55.409145187159744
10,"[14, 15, 16, 15, 16, 16]","[12, 14, 15, 16, 15, 16]",54.96566569709382
11,"[14, 15, 16, 16, 16, 16]","[12, 14, 15, 16, 16, 16]",55.409145187159744
12,"[14, 15, 16, 16, 15, 16]","[12, 14, 15, 16, 16, 15]",54.00036549552506
