,0,1,2
0,"[16, 16, 16, 16, 16, 16]","[8, 16, 16, 16, 16, 16]",35.50420113016551
1,"[15, 16, 16, 16, 16, 16]","[8, 15, 16, 16, 16, 16]",35.49677134001338
2,"[14, 16, 16, 16, 16, 16]","[8, 14, 16, 16, 16, 16]",35.47019328161165
3,"[13, 16, 16, 16, 16, 16]","[8, 13, 16, 16, 16, 16]",35.367546929308205
4,"[12, 16, 16, 16, 16, 16]","[8, 12, 16, 16, 16, 16]",35.19427311901939
5,"[11, 16, 16, 16, 16, 16]","[8, 11, 16, 16, 16, 16]",34.809764587413035
6,"[12, 16, 16, 16, 16, 16]","[8, 12, 16, 16, 16, 16]",35.19427311901939
7,"[12, 15, 16, 16, 16, 16]","[8, 12, 15, 16, 16, 16]",35.17638465479813
8,"[12, 14, 16, 16, 16, 16]","[8, 12, 14, 16, 16, 16]",35.14022539059225
9,"[12, 13, 16, 16, 16, 16]","[8, 12, 13, 16, 16, 16]",35.050279323567295
10,"[12, 12, 16, 16, 16, 16]","[8, 12, 12, 16, 16, 16]",34.76687929668858
11,"[12, 13, 16, 16, 16, 16]","[8, 12, 13, 16, 16, 16]",35.050279323567295
12,"[12, 13, 15, 16, 16, 16]","[8, 12, 13, 15, 16, 16]",35.03039451589139
13,"[12, 13, 14, 16, 16, 16]","[8, 12, 13, 14, 16, 16]",34.99439603020746
14,"[12, 13, 15, 16, 16, 16]","[8, 12, 13, 15, 16, 16]",35.03039451589139
15,"[12, 13, 15, 15, 16, 16]","[8, 12, 13, 15, 15, 16]",35.018677697206655
16,"[12, 13, 15, 14, 16, 16]","[8, 12, 13, 15, 14, 16]",34.87456328833838
17,"[12, 13, 15, 15, 16, 16]","[8, 12, 13, 15, 15, 16]",35.018677697206655
18,"[12, 13, 15, 15, 15, 16]","[8, 12, 13, 15, 15, 15]",34.92404887596119
