,0,1,2
0,"[12, 12, 12, 12, 12, 16]","[9, 12, 12, 12, 12, 12]",36.01523720656077
1,"[11, 12, 12, 12, 12, 16]","[9, 11, 12, 12, 12, 12]",35.63888705733725
2,"[10, 12, 12, 12, 12, 16]","[9, 10, 12, 12, 12, 12]",34.67531904370089
3,"[11, 12, 12, 12, 12, 16]","[9, 11, 12, 12, 12, 12]",35.63888705733725
4,"[11, 11, 12, 12, 12, 16]","[9, 11, 11, 12, 12, 12]",35.15326297812375
5,"[11, 10, 12, 12, 12, 16]","[9, 11, 10, 12, 12, 12]",33.558911816791436
6,"[11, 11, 12, 12, 12, 16]","[9, 11, 11, 12, 12, 12]",35.15326297812375
7,"[11, 11, 11, 12, 12, 16]","[9, 11, 11, 11, 12, 12]",34.6033831376608
8,"[11, 11, 12, 12, 12, 16]","[9, 11, 11, 12, 12, 12]",35.15326297812375
9,"[11, 11, 12, 11, 12, 16]","[9, 11, 11, 12, 11, 12]",34.41430987459001
10,"[11, 11, 12, 12, 12, 16]","[9, 11, 11, 12, 12, 12]",35.15326297812375
11,"[11, 11, 12, 12, 11, 16]","[9, 11, 11, 12, 12, 11]",32.92417818746054
