,0,1,2
0,"[15, 15, 15, 15, 15, 16]","[13, 15, 15, 15, 15, 15]",56.30002779397878
1,"[14, 15, 15, 15, 15, 16]","[13, 14, 15, 15, 15, 15]",55.86648910984971
2,"[13, 15, 15, 15, 15, 16]","[13, 13, 15, 15, 15, 15]",54.23026412039546
3,"[14, 15, 15, 15, 15, 16]","[13, 14, 15, 15, 15, 15]",55.86648910984971
4,"[14, 14, 15, 15, 15, 16]","[13, 14, 14, 15, 15, 15]",55.24828592289933
5,"[14, 13, 15, 15, 15, 16]","[13, 14, 13, 15, 15, 15]",53.445976548772414
6,"[14, 14, 15, 15, 15, 16]","[13, 14, 14, 15, 15, 15]",55.24828592289933
7,"[14, 14, 14, 15, 15, 16]","[13, 14, 14, 14, 15, 15]",54.4916218755191
8,"[14, 14, 15, 15, 15, 16]","[13, 14, 14, 15, 15, 15]",55.24828592289933
9,"[14, 14, 15, 14, 15, 16]","[13, 14, 14, 15, 14, 15]",54.26507902080309
10,"[14, 14, 15, 15, 15, 16]","[13, 14, 14, 15, 15, 15]",55.24828592289933
11,"[14, 14, 15, 15, 14, 16]","[13, 14, 14, 15, 15, 14]",52.48734822446652
