,0,1,2,3,4,5
0,(-0.113128662109375+0j),(-0.113189697265625+0j),(-0.113128662109375+0j),(-0.1131591796875+0j),(-0.1131591796875+0j),(-0.113037109375+0j)
1,(0.02691650390625-0.024017333984375j),(0.02691650390625-0.024017333984375j),(0.02691650390625-0.02398681640625j),(0.0269775390625-0.02398681640625j),(0.0269775390625-0.0240478515625j),(0.02685546875-0.02392578125j)
2,(-0.02923583984375-0.132476806640625j),(-0.02923583984375-0.13250732421875j),(-0.029266357421875-0.1324462890625j),(-0.029296875-0.13250732421875j),(-0.029296875-0.1324462890625j),(-0.029296875-0.132568359375j)
3,(0.030426025390625+0.04168701171875j),(0.03045654296875+0.041717529296875j),(0.0303955078125+0.041748046875j),(0.0303955078125+0.04168701171875j),(0.030517578125+0.041748046875j),(0.0302734375+0.041748046875j)
4,(0.030670166015625-0.0968017578125j),(0.0306396484375-0.0968017578125j),(0.03057861328125-0.096832275390625j),(0.03070068359375-0.09674072265625j),(0.0306396484375-0.0968017578125j),(0.03076171875-0.0966796875j)
5,(-0.017333984375+0.121002197265625j),(-0.01739501953125+0.1209716796875j),(-0.017364501953125+0.121002197265625j),(-0.017333984375+0.1209716796875j),(-0.0174560546875+0.1209716796875j),(-0.017333984375+0.12109375j)
6,(0.02447509765625+0.054718017578125j),(0.024505615234375+0.054718017578125j),(0.024505615234375+0.054718017578125j),(0.0245361328125+0.05474853515625j),(0.0245361328125+0.0546875j),(0.0244140625+0.0546875j)
7,(0.067596435546875+0.00811767578125j),(0.067626953125+0.008087158203125j),(0.067596435546875+0.008087158203125j),(0.067626953125+0.008056640625j),(0.067626953125+0.0081787109375j),(0.067626953125+0.008056640625j)
8,(-0.01324462890625-0.03790283203125j),(-0.013214111328125-0.037933349609375j),(-0.013214111328125-0.037933349609375j),(-0.01324462890625-0.0379638671875j),(-0.01318359375-0.037841796875j),(-0.01318359375-0.037841796875j)
9,(-0.097320556640625+0.035980224609375j),(-0.097320556640625+0.03594970703125j),(-0.097320556640625+0.03594970703125j),(-0.09735107421875+0.03594970703125j),(-0.0972900390625+0.0360107421875j),(-0.09716796875+0.035888671875j)
10,(0.01690673828125+0.11871337890625j),(0.01690673828125+0.118743896484375j),(0.01690673828125+0.118743896484375j),(0.01690673828125+0.11871337890625j),(0.0169677734375+0.1187744140625j),(0.016845703125+0.11865234375j)
11,(-0.075897216796875+0.048828125j),(-0.075927734375+0.048828125j),(-0.075927734375+0.048797607421875j),(-0.075927734375+0.048828125j),(-0.0758056640625+0.048828125j),(-0.075927734375+0.048828125j)
