,0,1
0,"[16, 16, 16, 16, 16, 16]",35.11839297553601
1,"[15, 16, 16, 16, 16, 16]",35.09767886579478
2,"[14, 16, 16, 16, 16, 16]",35.083456224516624
3,"[13, 16, 16, 16, 16, 16]",35.04604851100993
4,"[12, 16, 16, 16, 16, 16]",34.9798705881544
5,"[13, 16, 16, 16, 16, 16]",35.04604851100993
6,"[13, 15, 16, 16, 16, 16]",35.031113967044746
7,"[13, 14, 16, 16, 16, 16]",35.026516254196316
8,"[13, 13, 16, 16, 16, 16]",34.99213764511409
9,"[13, 14, 16, 16, 16, 16]",35.026516254196316
10,"[13, 14, 15, 16, 16, 16]",35.02113996047796
11,"[13, 14, 14, 16, 16, 16]",35.02113996047796
12,"[13, 14, 13, 16, 16, 16]",35.00013715435176
13,"[13, 14, 12, 16, 16, 16]",34.98036482040003
14,"[13, 14, 13, 16, 16, 16]",35.00013715435176
15,"[13, 14, 13, 15, 16, 16]",34.992412135731385
