,0
0,0.1458430290222168
1,0.06617277816218235
2,0.04825260401934527
3,0.050304600538944706
4,0.075331282585428
5,0.023033165673573136
6,0.09554806295177505
7,0.05423636663656702
8,0.022664679303195816
9,0.04942072366243905
10,0.07392263982961826
11,0.039701076026959325
12,0.12174303166412365
13,0.02812514962853108
14,0.10695872515531142
15,0.029055632735082628
16,0.1232413419078964
17,0.028768809298376195
18,0.03725169949703023
19,0.017543643710380787
20,0.08656494002169197
21,0.00934794277989425
22,0.07652025433836257
23,0.07877903448028215
24,0.0637300002926326
25,0.123181847265929
26,0.06017493467404038
27,0.07109156180977058
28,0.04233012727390293
29,0.04673653052246988
30,0.07825349589745885
31,0.06448832267085497
32,0.018771648406982422
33,0.06448832267085497
34,0.07825349589745885
35,0.04673653052246988
36,0.04233012727390293
37,0.07109156180977058
38,0.06017493467404038
39,0.123181847265929
40,0.0637300002926326
41,0.07877903448028215
42,0.07652025433836257
43,0.00934794277989425
44,0.08656494002169197
45,0.017543643710380787
46,0.03725169949703023
47,0.028768809298376195
48,0.1232413419078964
49,0.029055632735082628
50,0.10695872515531142
51,0.02812514962853108
52,0.12174303166412365
53,0.039701076026959325
54,0.07392263982961826
55,0.04942072366243905
56,0.022664679303195816
57,0.05423636663656702
58,0.09554806295177505
59,0.023033165673573136
60,0.075331282585428
61,0.050304600538944706
62,0.04825260401934527
63,0.06617277816218235
