,0,1
0,"[10, 16, 16, 16, 16, 16]",48.081866825411765
1,"[10, 15, 15, 16, 16, 16]",48.020835349950715
2,"[10, 14, 14, 16, 16, 16]",47.87050204908174
3,"[10, 13, 13, 16, 16, 16]",47.45421317499637
4,"[10, 12, 12, 16, 16, 16]",46.436314188779534
5,"[10, 11, 11, 16, 16, 16]",43.61985715791157
6,"[10, 12, 12, 16, 16, 16]",46.436314188779534
7,"[10, 12, 12, 15, 15, 16]",46.32471456909393
8,"[10, 12, 12, 14, 14, 16]",46.040280804619755
9,"[10, 12, 12, 13, 13, 16]",45.05898502717891
10,"[10, 12, 12, 12, 12, 16]",42.43353606554689
