,0,1,2,3,4,5
0,(0.1458740234375+0j),(0.145904541015625+0j),(0.145904541015625+0j),(0.145904541015625+0j),(0.145904541015625+0j),(0.1458740234375+0j)
1,(0.00592041015625-0.06585693359375j),(0.00592041015625-0.065887451171875j),(0.00592041015625-0.065887451171875j),(0.00592041015625-0.065887451171875j),(0.00592041015625-0.06585693359375j),(0.00592041015625-0.06585693359375j)
2,(0.009735107421875+0.047271728515625j),(0.009735107421875+0.047271728515625j),(0.009765625+0.04730224609375j),(0.009735107421875+0.04730224609375j),(0.009735107421875+0.047271728515625j),(0.009765625+0.04730224609375j)
3,(0.029144287109375+0.041046142578125j),(0.029144287109375+0.041046142578125j),(0.029144287109375+0.04107666015625j),(0.029144287109375+0.04107666015625j),(0.029144287109375+0.04107666015625j),(0.0291748046875+0.04107666015625j)
4,(0.067779541015625+0.032958984375j),(0.067779541015625+0.032958984375j),(0.067779541015625+0.032958984375j),(0.067779541015625+0.032958984375j),(0.067779541015625+0.032958984375j),(0.06781005859375+0.032958984375j)
5,(-0.01934814453125+0.012451171875j),(-0.019378662109375+0.012451171875j),(-0.01934814453125+0.012451171875j),(-0.01934814453125+0.012451171875j),(-0.01934814453125+0.012481689453125j),(-0.01934814453125+0.012451171875j)
6,(-0.004608154296875+0.095458984375j),(-0.004608154296875+0.095458984375j),(-0.004608154296875+0.095458984375j),(-0.004608154296875+0.095458984375j),(-0.004608154296875+0.095458984375j),(-0.004638671875+0.095458984375j)
7,(0.037689208984375-0.038970947265625j),(0.03765869140625-0.038970947265625j),(0.037689208984375-0.03900146484375j),(0.037689208984375-0.038970947265625j),(0.037689208984375-0.038970947265625j),(0.0377197265625-0.03900146484375j)
8,(0.0152587890625+0.01678466796875j),(0.0152587890625+0.01678466796875j),(0.0152587890625+0.01678466796875j),(0.0152587890625+0.01678466796875j),(0.0152587890625+0.01678466796875j),(0.0152587890625+0.01678466796875j)
9,(0.045745849609375-0.018707275390625j),(0.045745849609375-0.0186767578125j),(0.045745849609375-0.018707275390625j),(0.0457763671875-0.0186767578125j),(0.045745849609375-0.0186767578125j),(0.0457763671875-0.0186767578125j)
10,(-0.0426025390625+0.0604248046875j),(-0.0426025390625+0.0604248046875j),(-0.0426025390625+0.0604248046875j),(-0.0426025390625+0.0604248046875j),(-0.0426025390625+0.0604248046875j),(-0.0426025390625+0.0604248046875j)
11,(-0.001953125+0.039642333984375j),(-0.001922607421875+0.0396728515625j),(-0.001953125+0.0396728515625j),(-0.001953125+0.0396728515625j),(-0.001953125+0.0396728515625j),(-0.001953125+0.0396728515625j)
12,(0.050628662109375-0.1107177734375j),(0.050628662109375-0.1107177734375j),(0.050628662109375-0.1107177734375j),(0.050628662109375-0.1107177734375j),(0.050628662109375-0.1107177734375j),(0.0506591796875-0.1107177734375j)
13,(0.011962890625+0.025482177734375j),(0.011962890625+0.025482177734375j),(0.011962890625+0.025482177734375j),(0.011962890625+0.025482177734375j),(0.011962890625+0.025482177734375j),(0.011962890625+0.0255126953125j)
14,(0.106964111328125-0.0013427734375j),(0.10693359375-0.001373291015625j),(0.10693359375-0.001373291015625j),(0.106964111328125-0.0013427734375j),(0.106964111328125-0.0013427734375j),(0.10699462890625-0.0013427734375j)
15,(-0.0010986328125+0.029022216796875j),(-0.0010986328125+0.029022216796875j),(-0.0010986328125+0.029052734375j),(-0.001068115234375+0.029052734375j),(-0.001068115234375+0.029052734375j),(-0.00103759765625+0.029052734375j)
16,(-0.1092529296875-0.0570068359375j),(-0.1092529296875-0.0570068359375j),(-0.1092529296875-0.0570068359375j),(-0.1092529296875-0.0570068359375j),(-0.1092529296875-0.0570068359375j),(-0.1092529296875-0.0570068359375j)
17,(-0.008636474609375-0.027435302734375j),(-0.008636474609375-0.027435302734375j),(-0.008636474609375-0.027435302734375j),(-0.008636474609375-0.027435302734375j),(-0.008636474609375-0.027435302734375j),(-0.00860595703125-0.02740478515625j)
18,(-0.01190185546875+0.035308837890625j),(-0.01190185546875+0.035308837890625j),(-0.01190185546875+0.0352783203125j),(-0.01190185546875+0.035308837890625j),(-0.01190185546875+0.035308837890625j),(-0.01190185546875+0.03533935546875j)
19,(0.00531005859375-0.0167236328125j),(0.005340576171875-0.016693115234375j),(0.005340576171875-0.0167236328125j),(0.00531005859375-0.016693115234375j),(0.005340576171875-0.0167236328125j),(0.00537109375-0.0167236328125j)
20,(0.0726318359375-0.047119140625j),(0.0726318359375-0.047119140625j),(0.0726318359375-0.047119140625j),(0.0726318359375-0.047119140625j),(0.0726318359375-0.047088623046875j),(0.0726318359375-0.047119140625j)
21,(0.00921630859375-0.001556396484375j),(0.00921630859375-0.001556396484375j),(0.00921630859375-0.0015869140625j),(0.00921630859375-0.001556396484375j),(0.00921630859375-0.001556396484375j),(0.00921630859375-0.0015869140625j)
22,(-0.071441650390625-0.02734375j),(-0.071441650390625-0.02734375j),(-0.071441650390625-0.02734375j),(-0.071441650390625-0.02734375j),(-0.071441650390625-0.027313232421875j),(-0.0714111328125-0.02734375j)
23,(0.067596435546875+0.04046630859375j),(0.067626953125+0.04046630859375j),(0.067596435546875+0.04046630859375j),(0.067596435546875+0.04046630859375j),(0.067596435546875+0.04046630859375j),(0.067626953125+0.04046630859375j)
24,(-0.055450439453125+0.0313720703125j),(-0.055450439453125+0.0313720703125j),(-0.05548095703125+0.0313720703125j),(-0.05548095703125+0.0313720703125j),(-0.055450439453125+0.031402587890625j),(-0.055419921875+0.0313720703125j)
25,(-0.019561767578125-0.121612548828125j),(-0.019561767578125-0.121612548828125j),(-0.019561767578125-0.12158203125j),(-0.019561767578125-0.121612548828125j),(-0.01953125-0.121612548828125j),(-0.01953125-0.12158203125j)
26,(-0.060028076171875-0.004119873046875j),(-0.060028076171875-0.004119873046875j),(-0.060028076171875-0.004119873046875j),(-0.060028076171875-0.004119873046875j),(-0.05999755859375-0.004119873046875j),(-0.05999755859375-0.00408935546875j)
27,(0.058349609375-0.04058837890625j),(0.058380126953125-0.040618896484375j),(0.058349609375-0.040618896484375j),(0.058349609375-0.040618896484375j),(0.058349609375-0.040618896484375j),(0.058349609375-0.04058837890625j)
28,(-0.041656494140625+0.0074462890625j),(-0.041656494140625+0.0074462890625j),(-0.041656494140625+0.0074462890625j),(-0.04168701171875+0.0074462890625j),(-0.0416259765625+0.0074462890625j),(-0.0416259765625+0.0074462890625j)
29,(0.033599853515625-0.03253173828125j),(0.0335693359375-0.03253173828125j),(0.033599853515625-0.03253173828125j),(0.0335693359375-0.03253173828125j),(0.033599853515625-0.03253173828125j),(0.0335693359375-0.03253173828125j)
30,(0.063140869140625+0.046234130859375j),(0.063140869140625+0.046234130859375j),(0.063140869140625+0.046234130859375j),(0.063140869140625+0.046234130859375j),(0.06317138671875+0.046234130859375j),(0.06317138671875+0.0462646484375j)
31,(0.038299560546875+0.0518798828125j),(0.038299560546875+0.0518798828125j),(0.038299560546875+0.051910400390625j),(0.038330078125+0.051910400390625j),(0.038330078125+0.051910400390625j),(0.038330078125+0.05194091796875j)
32,(-0.018768310546875+0j),(-0.018768310546875+0j),(-0.018768310546875+0j),(-0.018768310546875+0j),(-0.018768310546875+0j),(-0.01873779296875+0j)
33,(0.038299560546875-0.0518798828125j),(0.038299560546875-0.0518798828125j),(0.038299560546875-0.0518798828125j),(0.038299560546875-0.0518798828125j),(0.03826904296875-0.0518798828125j),(0.038330078125-0.0518798828125j)
34,(0.063140869140625-0.046234130859375j),(0.063140869140625-0.046234130859375j),(0.063140869140625-0.046234130859375j),(0.063140869140625-0.046234130859375j),(0.063140869140625-0.046234130859375j),(0.06317138671875-0.04620361328125j)
35,(0.0335693359375+0.03253173828125j),(0.0335693359375+0.03253173828125j),(0.0335693359375+0.032562255859375j),(0.0335693359375+0.032562255859375j),(0.033538818359375+0.03253173828125j),(0.0335693359375+0.03253173828125j)
36,(-0.041656494140625-0.007415771484375j),(-0.041656494140625-0.007415771484375j),(-0.041656494140625-0.0074462890625j),(-0.041656494140625-0.0074462890625j),(-0.041656494140625-0.0074462890625j),(-0.0416259765625-0.00738525390625j)
37,(0.058349609375+0.040618896484375j),(0.058319091796875+0.040618896484375j),(0.058349609375+0.040618896484375j),(0.058349609375+0.040618896484375j),(0.058349609375+0.040618896484375j),(0.058349609375+0.0406494140625j)
38,(-0.05999755859375+0.004150390625j),(-0.05999755859375+0.004150390625j),(-0.05999755859375+0.004150390625j),(-0.05999755859375+0.004150390625j),(-0.060028076171875+0.004150390625j),(-0.05999755859375+0.004150390625j)
39,(-0.019561767578125+0.121612548828125j),(-0.019561767578125+0.121612548828125j),(-0.019561767578125+0.121612548828125j),(-0.019561767578125+0.121612548828125j),(-0.019561767578125+0.121612548828125j),(-0.01953125+0.12164306640625j)
40,(-0.05548095703125-0.0313720703125j),(-0.05548095703125-0.0313720703125j),(-0.05548095703125-0.0313720703125j),(-0.05548095703125-0.0313720703125j),(-0.05548095703125-0.0313720703125j),(-0.05548095703125-0.0313720703125j)
41,(0.067596435546875-0.040435791015625j),(0.067596435546875-0.040435791015625j),(0.067626953125-0.040435791015625j),(0.067626953125-0.040435791015625j),(0.067596435546875-0.04046630859375j),(0.067626953125-0.0404052734375j)
42,(-0.071441650390625+0.027374267578125j),(-0.071441650390625+0.027374267578125j),(-0.07147216796875+0.02734375j),(-0.071441650390625+0.027374267578125j),(-0.07147216796875+0.02734375j),(-0.0714111328125+0.02740478515625j)
43,(0.00921630859375+0.0015869140625j),(0.009246826171875+0.0015869140625j),(0.00921630859375+0.0015869140625j),(0.00921630859375+0.0015869140625j),(0.00921630859375+0.0015869140625j),(0.00921630859375+0.0015869140625j)
44,(0.0726318359375+0.047119140625j),(0.0726318359375+0.047119140625j),(0.0726318359375+0.047119140625j),(0.0726318359375+0.047119140625j),(0.072601318359375+0.047119140625j),(0.0726318359375+0.047119140625j)
45,(0.005340576171875+0.0167236328125j),(0.005340576171875+0.0167236328125j),(0.005340576171875+0.0167236328125j),(0.005340576171875+0.0167236328125j),(0.00531005859375+0.016693115234375j),(0.00537109375+0.0167236328125j)
46,(-0.01190185546875-0.0352783203125j),(-0.01190185546875-0.0352783203125j),(-0.01190185546875-0.0352783203125j),(-0.01190185546875-0.0352783203125j),(-0.011932373046875-0.0352783203125j),(-0.01190185546875-0.0352783203125j)
47,(-0.008636474609375+0.027435302734375j),(-0.008636474609375+0.027435302734375j),(-0.0086669921875+0.0274658203125j),(-0.008636474609375+0.0274658203125j),(-0.008636474609375+0.0274658203125j),(-0.00860595703125+0.0274658203125j)
48,(-0.1092529296875+0.0570068359375j),(-0.1092529296875+0.0570068359375j),(-0.1092529296875+0.057037353515625j),(-0.1092529296875+0.0570068359375j),(-0.1092529296875+0.0570068359375j),(-0.1092529296875+0.0570068359375j)
49,(-0.001129150390625-0.029022216796875j),(-0.0010986328125-0.029022216796875j),(-0.0010986328125-0.029022216796875j),(-0.0010986328125-0.029052734375j),(-0.001129150390625-0.029022216796875j),(-0.0010986328125-0.02899169921875j)
50,(0.106964111328125+0.001373291015625j),(0.106964111328125+0.001373291015625j),(0.106964111328125+0.001373291015625j),(0.106964111328125+0.001373291015625j),(0.10693359375+0.001373291015625j),(0.10699462890625+0.00140380859375j)
51,(0.011932373046875-0.02545166015625j),(0.011932373046875-0.02545166015625j),(0.011932373046875-0.02545166015625j),(0.011932373046875-0.02545166015625j),(0.011932373046875-0.02545166015625j),(0.011962890625-0.02545166015625j)
52,(0.05059814453125+0.110748291015625j),(0.05059814453125+0.110748291015625j),(0.050567626953125+0.110748291015625j),(0.05059814453125+0.1107177734375j),(0.05059814453125+0.110748291015625j),(0.05059814453125+0.11077880859375j)
