,0
0,0.011790275573730469
1,0.04366213692597616
2,0.031295432215065144
3,0.12167646913683372
4,0.12060172710002665
5,0.07629807356482358
6,0.13758970813623636
7,0.061701281075306605
8,0.13098161951317705
9,0.01909442394475734
10,0.07644991248554919
11,0.07943271474623069
12,0.024696796431810365
13,0.03933209478845215
14,0.021576573642518405
15,0.12739315147160574
16,0.04279946215986118
17,0.057959789487379496
18,0.08757130180165587
19,0.04258059221648153
20,0.10692487627144125
21,0.029640059361433865
22,0.057384074591475404
23,0.07435277603267502
24,0.027025079251136962
25,0.08415810558976888
26,0.053957374723169686
27,0.0027841904464782114
28,0.03356550295859382
29,0.07937380700870304
30,0.019707781121728225
31,0.07335077319096907
32,0.1488637924194336
33,0.07335077319096907
34,0.019707781121728225
35,0.07937380700870304
36,0.03356550295859382
37,0.0027841904464782114
38,0.053957374723169686
39,0.08415810558976888
40,0.027025079251136962
41,0.07435277603267502
42,0.057384074591475404
43,0.029640059361433865
44,0.10692487627144125
45,0.04258059221648153
46,0.08757130180165587
47,0.057959789487379496
48,0.04279946215986118
49,0.12739315147160574
50,0.021576573642518405
51,0.03933209478845215
52,0.024696796431810365
53,0.07943271474623069
54,0.07644991248554919
55,0.01909442394475734
56,0.13098161951317705
57,0.061701281075306605
58,0.13758970813623636
59,0.07629807356482358
60,0.12060172710002665
61,0.12167646913683372
62,0.031295432215065144
63,0.04366213692597616
