,0,1,2,3,4,5
0,(-0.011810302734375+0j),(-0.011810302734375+0j),(-0.011810302734375+0j),(-0.01177978515625+0j),(-0.011810302734375+0j),(-0.0118408203125+0j)
1,(-0.011566162109375-0.00250244140625j),(-0.011566162109375-0.00250244140625j),(-0.01153564453125-0.00250244140625j),(-0.011566162109375-0.00250244140625j),(-0.01153564453125-0.00250244140625j),(-0.0115966796875-0.00250244140625j)
2,(0.037750244140625-0.008453369140625j),(0.03778076171875-0.00848388671875j),(0.03778076171875-0.00848388671875j),(0.037750244140625-0.00848388671875j),(0.03778076171875-0.008453369140625j),(0.03778076171875-0.00848388671875j)
3,(-0.0084228515625+0.083892822265625j),(-0.0084228515625+0.083892822265625j),(-0.0084228515625+0.083892822265625j),(-0.0084228515625+0.083892822265625j),(-0.0084228515625+0.08392333984375j),(-0.0084228515625+0.08392333984375j)
4,(0.050048828125-0.083526611328125j),(0.050018310546875-0.083526611328125j),(0.050018310546875-0.083526611328125j),(0.050018310546875-0.083526611328125j),(0.050018310546875-0.083526611328125j),(0.050048828125-0.08355712890625j)
5,(0.032958984375+0.05218505859375j),(0.032928466796875+0.05218505859375j),(0.032958984375+0.05218505859375j),(0.032958984375+0.05218505859375j),(0.032958984375+0.05218505859375j),(0.032958984375+0.05218505859375j)
6,(0.060028076171875-0.0140380859375j),(0.060028076171875-0.0140380859375j),(0.060028076171875-0.0140380859375j),(0.060028076171875-0.0140380859375j),(0.05999755859375-0.014007568359375j),(0.06005859375-0.0140380859375j)
7,(0.065643310546875-0.090576171875j),(0.065673828125-0.090606689453125j),(0.065673828125-0.090576171875j),(0.065673828125-0.090606689453125j),(0.065673828125-0.090606689453125j),(0.065673828125-0.090576171875j)
8,(0.006866455078125+0.04559326171875j),(0.006866455078125+0.04559326171875j),(0.00689697265625+0.045562744140625j),(0.006866455078125+0.045562744140625j),(0.006866455078125+0.045562744140625j),(0.00689697265625+0.04559326171875j)
9,(0.028167724609375-0.052459716796875j),(0.028167724609375-0.052459716796875j),(0.028167724609375-0.052490234375j),(0.028167724609375-0.052459716796875j),(0.028167724609375-0.052459716796875j),(0.0281982421875-0.052490234375j)
10,(-0.032623291015625+0.057891845703125j),(-0.032623291015625+0.057891845703125j),(-0.032623291015625+0.05792236328125j),(-0.032623291015625+0.057891845703125j),(-0.0325927734375+0.057891845703125j),(-0.03265380859375+0.05792236328125j)
11,(0.017608642578125-0.05560302734375j),(0.017608642578125-0.05560302734375j),(0.017608642578125-0.05560302734375j),(0.017578125-0.05560302734375j),(0.017578125-0.05560302734375j),(0.01763916015625-0.05560302734375j)
12,(-0.0435791015625+0.0400390625j),(-0.0435791015625+0.0400390625j),(-0.0435791015625+0.040008544921875j),(-0.0435791015625+0.0400390625j),(-0.0435791015625+0.0400390625j),(-0.0435791015625+0.0400390625j)
13,(-0.022216796875+0.1021728515625j),(-0.022216796875+0.1021728515625j),(-0.022216796875+0.1021728515625j),(-0.022216796875+0.1021728515625j),(-0.022186279296875+0.1021728515625j),(-0.022216796875+0.1021728515625j)
14,(0.08038330078125+0.046722412109375j),(0.08038330078125+0.046722412109375j),(0.08038330078125+0.0467529296875j),(0.08038330078125+0.046722412109375j),(0.08038330078125+0.046722412109375j),(0.08038330078125+0.0467529296875j)
