,0,1,2
0,16,"[16, 16, 16, 16, 16, 16]",64.2754895080338
1,15,"[15, 15, 15, 15, 15, 16]",58.76096499132397
2,14,"[14, 14, 14, 14, 14, 16]",52.950648732524535
