,0,1
0,"[16, 16, 16, 16, 16, 16]",45.40417879456887
1,"[15, 16, 16, 16, 16, 16]",45.351226457818804
2,"[14, 16, 16, 16, 16, 16]",45.334390286445235
3,"[13, 16, 16, 16, 16, 16]",45.17900072606497
4,"[12, 16, 16, 16, 16, 16]",44.971873104018385
5,"[13, 16, 16, 16, 16, 16]",45.17900072606497
6,"[13, 15, 16, 16, 16, 16]",45.16328952270266
7,"[13, 14, 16, 16, 16, 16]",45.12240949035819
8,"[13, 13, 16, 16, 16, 16]",45.003113022300596
9,"[13, 12, 16, 16, 16, 16]",44.849488145628584
10,"[13, 13, 16, 16, 16, 16]",45.003113022300596
11,"[13, 13, 15, 16, 16, 16]",44.954290842282035
12,"[13, 13, 16, 16, 16, 16]",45.003113022300596
13,"[13, 13, 16, 15, 16, 16]",44.96498444667586
