,0,1
0,"[16, 16, 16, 16, 16, 16]",35.15686860307618
1,"[15, 16, 16, 16, 16, 16]",35.14974694381011
2,"[14, 16, 16, 16, 16, 16]",35.14917085486793
3,"[13, 16, 16, 16, 16, 16]",35.142357761098616
4,"[12, 16, 16, 16, 16, 16]",35.15415046057288
5,"[11, 16, 16, 16, 16, 16]",35.14318240222899
6,"[10, 16, 16, 16, 16, 16]",35.06712723441537
7,"[9, 16, 16, 16, 16, 16]",34.86480902862762
8,"[10, 16, 16, 16, 16, 16]",35.06712723441537
9,"[10, 15, 16, 16, 16, 16]",35.07297312950744
10,"[10, 14, 16, 16, 16, 16]",35.07466198861805
11,"[10, 13, 16, 16, 16, 16]",35.077406194553305
12,"[10, 12, 16, 16, 16, 16]",35.056499957350205
13,"[10, 11, 16, 16, 16, 16]",35.03540091846246
14,"[10, 10, 16, 16, 16, 16]",34.98193719259667
15,"[10, 11, 16, 16, 16, 16]",35.03540091846246
16,"[10, 11, 15, 16, 16, 16]",35.03409319749171
17,"[10, 11, 14, 16, 16, 16]",35.03409319749171
18,"[10, 11, 13, 16, 16, 16]",35.03646364158376
19,"[10, 11, 12, 16, 16, 16]",35.02551938229106
20,"[10, 11, 11, 16, 16, 16]",34.999245530717914
21,"[10, 11, 12, 16, 16, 16]",35.02551938229106
22,"[10, 11, 12, 15, 16, 16]",35.021674858536855
23,"[10, 11, 12, 14, 16, 16]",35.021674858536855
24,"[10, 11, 12, 13, 16, 16]",35.021674858536855
25,"[10, 11, 12, 12, 16, 16]",35.021674858536855
26,"[10, 11, 12, 11, 16, 16]",35.021674858536855
27,"[10, 11, 12, 10, 16, 16]",35.021674858536855
28,"[10, 11, 12, 9, 16, 16]",34.83815087481016
