,0,1
0,"[16, 16, 16, 16, 16, 16]",48.070747298951154
1,"[15, 16, 16, 16, 16, 16]",48.07505158652762
2,"[14, 16, 16, 16, 16, 16]",48.06444332414656
3,"[13, 16, 16, 16, 16, 16]",48.03460641103172
4,"[12, 16, 16, 16, 16, 16]",47.9440359499807
5,"[11, 16, 16, 16, 16, 16]",47.60425264603386
6,"[10, 16, 16, 16, 16, 16]",46.42128703967182
7,"[9, 16, 16, 16, 16, 16]",41.99796983238759
8,"[10, 16, 16, 16, 16, 16]",46.42128703967182
9,"[10, 15, 16, 16, 16, 16]",46.42220707214356
10,"[10, 14, 16, 16, 16, 16]",46.39887877985371
11,"[10, 13, 16, 16, 16, 16]",46.326770967236335
12,"[10, 12, 16, 16, 16, 16]",46.144676603245834
13,"[10, 11, 16, 16, 16, 16]",45.577458190979144
14,"[10, 10, 16, 16, 16, 16]",42.50544819090734
15,"[10, 11, 16, 16, 16, 16]",45.577458190979144
16,"[10, 11, 15, 16, 16, 16]",45.572697356409016
17,"[10, 11, 14, 16, 16, 16]",45.53951551527959
18,"[10, 11, 13, 16, 16, 16]",45.465488867261094
19,"[10, 11, 12, 16, 16, 16]",45.18922023024807
20,"[10, 11, 11, 16, 16, 16]",43.26874892449357
21,"[10, 11, 12, 16, 16, 16]",45.18922023024807
22,"[10, 11, 12, 15, 15, 16]",45.1563264920358
23,"[10, 11, 12, 14, 14, 16]",45.08569130262244
24,"[10, 11, 12, 13, 13, 16]",44.54746397018749
