,0,1
0,"[16, 16, 16, 16, 16, 16]",36.23466937184516
1,"[15, 16, 16, 16, 16, 16]",36.234183595463094
2,"[14, 16, 16, 16, 16, 16]",36.23419911532565
3,"[13, 16, 16, 16, 16, 16]",36.22893304295185
4,"[12, 16, 16, 16, 16, 16]",36.22348911048532
5,"[11, 16, 16, 16, 16, 16]",36.20082823199476
6,"[10, 16, 16, 16, 16, 16]",36.10514283179578
7,"[9, 16, 16, 16, 16, 16]",35.75407321872832
8,"[8, 16, 16, 16, 16, 16]",34.55463808581868
9,"[9, 16, 16, 16, 16, 16]",35.75407321872832
10,"[9, 15, 16, 16, 16, 16]",35.7551502412238
11,"[9, 14, 16, 16, 16, 16]",35.75076494293878
12,"[9, 13, 16, 16, 16, 16]",35.740355055367694
13,"[9, 12, 16, 16, 16, 16]",35.716110822940166
14,"[9, 11, 16, 16, 16, 16]",35.65897931531369
15,"[9, 10, 16, 16, 16, 16]",35.40871857212612
16,"[9, 9, 16, 16, 16, 16]",34.379325812649796
17,"[9, 10, 16, 16, 16, 16]",35.40871857212612
18,"[9, 10, 15, 16, 16, 16]",35.40953007960852
19,"[9, 10, 14, 16, 16, 16]",35.40116086726482
20,"[9, 10, 13, 16, 16, 16]",35.390542068959576
21,"[9, 10, 12, 16, 16, 16]",35.34749642548026
22,"[9, 10, 11, 16, 16, 16]",35.22194220871978
23,"[9, 10, 10, 16, 16, 16]",34.51173796029879
24,"[9, 10, 11, 16, 16, 16]",35.22194220871978
25,"[9, 10, 11, 15, 15, 16]",35.21531238235268
26,"[9, 10, 11, 14, 14, 16]",35.20335396834507
27,"[9, 10, 11, 13, 13, 16]",35.15686860307618
28,"[9, 10, 11, 12, 12, 16]",34.981128649838126
