,0,1
0,"[16, 16, 16, 16, 16, 16]",55.054979761049275
1,"[15, 16, 16, 16, 16, 16]",55.041925223512074
2,"[14, 16, 16, 16, 16, 16]",55.035736711527115
3,"[13, 16, 16, 16, 16, 16]",54.91356557975376
4,"[14, 16, 16, 16, 16, 16]",55.035736711527115
5,"[14, 15, 16, 16, 16, 16]",55.04550938389421
6,"[14, 14, 16, 16, 16, 16]",55.04323130875141
7,"[14, 13, 16, 16, 16, 16]",54.95261416325306
8,"[14, 14, 16, 16, 16, 16]",55.04323130875141
9,"[14, 14, 15, 16, 16, 16]",55.040612089806935
10,"[14, 14, 14, 16, 16, 16]",55.040612089806935
11,"[14, 14, 13, 16, 16, 16]",54.99728720716316
12,"[14, 14, 14, 16, 16, 16]",55.040612089806935
13,"[14, 14, 14, 15, 16, 16]",55.04079641647714
14,"[14, 14, 14, 14, 16, 16]",55.04079641647714
15,"[14, 14, 14, 13, 16, 16]",55.04079641647714
16,"[14, 14, 14, 12, 16, 16]",55.04079641647714
17,"[14, 14, 14, 11, 16, 16]",55.04079641647714
18,"[14, 14, 14, 10, 16, 16]",55.04079641647714
19,"[14, 14, 14, 9, 16, 16]",49.45643291754367
