,0,1,2
0,"[16, 16, 16, 16, 16, 16]","[10, 16, 16, 16, 16, 16]",45.820961704481896
1,"[15, 16, 16, 16, 16, 16]","[10, 15, 16, 16, 16, 16]",45.74195044764747
2,"[14, 16, 16, 16, 16, 16]","[10, 14, 16, 16, 16, 16]",45.58749945559489
3,"[13, 16, 16, 16, 16, 16]","[10, 13, 16, 16, 16, 16]",45.164283865919295
4,"[12, 16, 16, 16, 16, 16]","[10, 12, 16, 16, 16, 16]",44.472379249757104
5,"[13, 16, 16, 16, 16, 16]","[10, 13, 16, 16, 16, 16]",45.164283865919295
6,"[13, 15, 16, 16, 16, 16]","[10, 13, 15, 16, 16, 16]",45.08371269684263
7,"[13, 14, 16, 16, 16, 16]","[10, 13, 14, 16, 16, 16]",44.942878086747726
8,"[13, 15, 16, 16, 16, 16]","[10, 13, 15, 16, 16, 16]",45.08371269684263
9,"[13, 15, 15, 16, 16, 16]","[10, 13, 15, 15, 16, 16]",44.96511461948372
10,"[13, 15, 16, 16, 16, 16]","[10, 13, 15, 16, 16, 16]",45.08371269684263
11,"[13, 15, 16, 15, 15, 16]","[10, 13, 15, 16, 15, 15]",44.66363519141831
