,0,1
0,"[16, 16, 16, 16, 16, 16]",58.18382515899443
1,"[15, 16, 16, 16, 16, 16]",57.97415146109192
2,"[14, 16, 16, 16, 16, 16]",57.504127024078024
3,"[13, 16, 16, 16, 16, 16]",56.41649760408222
4,"[12, 16, 16, 16, 16, 16]",53.673512982675696
5,"[13, 16, 16, 16, 16, 16]",56.41649760408222
6,"[13, 15, 16, 16, 16, 16]",56.18593386608698
7,"[13, 14, 16, 16, 16, 16]",55.615984878644504
8,"[13, 13, 16, 16, 16, 16]",53.67068280808754
9,"[13, 14, 16, 16, 16, 16]",55.615984878644504
10,"[13, 14, 15, 16, 16, 16]",55.334389849808844
11,"[13, 14, 14, 16, 16, 16]",54.19787591444454
12,"[13, 14, 15, 16, 16, 16]",55.334389849808844
13,"[13, 14, 15, 15, 15, 16]",53.88956125604108
