,0,1
0,"[9, 16, 16, 16, 16, 16]",39.48919667251767
1,"[9, 15, 15, 16, 16, 16]",39.40942566355594
2,"[9, 14, 14, 16, 16, 16]",39.22976763776869
3,"[9, 13, 13, 16, 16, 16]",38.837020130851336
4,"[9, 12, 12, 16, 16, 16]",38.03572315438418
5,"[9, 11, 11, 16, 16, 16]",36.53463759793986
6,"[9, 10, 10, 16, 16, 16]",33.62563795033415
7,"[9, 11, 11, 16, 16, 16]",36.53463759793986
8,"[9, 11, 11, 15, 15, 16]",36.41859900877358
9,"[9, 11, 11, 14, 14, 16]",36.18488752068688
10,"[9, 11, 11, 13, 13, 16]",35.710900499330236
11,"[9, 11, 11, 12, 12, 16]",34.551183636539974
