,0
0,0.062351226806640625
1,0.10036393217614094
2,0.043764741040416236
3,0.15058299666550384
4,0.06818579651095039
5,0.048007184705437675
6,0.03322513553191341
7,0.0620588940899772
8,0.028062535338254237
9,0.01867117387502483
10,0.05216511612828061
11,0.059186213396869844
12,0.03857081181326502
13,0.055818595616512874
14,0.059786974218355375
15,0.014454331250295094
16,0.1589586667498467
17,0.0672865295875708
18,0.0537895848885415
19,0.06264139547307433
20,0.03523092605429115
21,0.05726019498720899
22,0.06833612317090436
23,0.06449099926035973
24,0.006657783813209381
25,0.10185639301934718
26,0.18014256647708443
27,0.041850092078698886
28,0.0690295067272875
29,0.044030384957455586
30,0.048872555597946
31,0.1041017488177866
32,0.061644554138183594
33,0.1041017488177866
34,0.048872555597946
35,0.044030384957455586
36,0.0690295067272875
37,0.041850092078698886
38,0.18014256647708443
39,0.10185639301934718
40,0.006657783813209381
41,0.06449099926035973
42,0.06833612317090436
43,0.05726019498720899
44,0.03523092605429115
45,0.06264139547307433
46,0.0537895848885415
47,0.0672865295875708
48,0.1589586667498467
49,0.014454331250295094
50,0.059786974218355375
51,0.055818595616512874
52,0.03857081181326502
53,0.059186213396869844
54,0.05216511612828061
55,0.01867117387502483
56,0.028062535338254237
57,0.0620588940899772
58,0.03322513553191341
59,0.048007184705437675
60,0.06818579651095039
61,0.15058299666550384
62,0.043764741040416236
63,0.10036393217614094
