,0,1
0,"[16, 16, 16, 16, 16, 16]",49.397406757032655
1,"[16, 15, 16, 16, 16, 16]",49.33298226274477
2,"[16, 14, 16, 16, 16, 16]",49.03616085904257
3,"[16, 13, 16, 16, 16, 16]",48.344709469746995
4,"[16, 12, 16, 16, 16, 16]",46.89538485907373
5,"[16, 11, 16, 16, 16, 16]",44.076012972705705
6,"[16, 12, 16, 16, 16, 16]",46.89538485907373
7,"[16, 12, 16, 15, 16, 16]",46.84028501003217
8,"[16, 12, 16, 14, 16, 16]",46.41890880157049
9,"[16, 12, 16, 13, 16, 16]",45.15519894413852
10,"[16, 12, 16, 12, 16, 16]",42.68676717997606
