,0,1
0,"[16, 16, 16, 16, 16, 16]",38.178423827332864
1,"[15, 16, 16, 16, 16, 16]",38.178423827332864
2,"[14, 16, 16, 16, 16, 16]",38.178423827332864
3,"[13, 16, 16, 16, 16, 16]",38.178423827332864
4,"[12, 16, 16, 16, 16, 16]",38.178423827332864
5,"[11, 16, 16, 16, 16, 16]",38.178423827332864
6,"[10, 16, 16, 16, 16, 16]",38.178423827332864
7,"[9, 16, 16, 16, 16, 16]",38.178423827332864
8,"[8, 16, 16, 16, 16, 16]",33.652945617903036
9,"[9, 16, 16, 16, 16, 16]",38.178423827332864
10,"[9, 15, 16, 16, 16, 16]",38.15935960685459
11,"[9, 14, 16, 16, 16, 16]",38.085165477376535
12,"[9, 13, 16, 16, 16, 16]",37.92371949256406
13,"[9, 12, 16, 16, 16, 16]",37.55847735716474
14,"[9, 11, 16, 16, 16, 16]",36.80693483217621
15,"[9, 10, 16, 16, 16, 16]",35.33918991254572
16,"[9, 9, 16, 16, 16, 16]",32.294580062614024
17,"[9, 10, 16, 16, 16, 16]",35.33918991254572
18,"[9, 10, 15, 16, 16, 16]",35.33918991254572
19,"[9, 10, 14, 16, 16, 16]",35.33918991254572
20,"[9, 10, 13, 16, 16, 16]",35.33918991254572
21,"[9, 10, 12, 16, 16, 16]",35.33918991254572
22,"[9, 10, 11, 16, 16, 16]",35.33918991254572
23,"[9, 10, 10, 16, 16, 16]",33.48081074778286
24,"[9, 10, 11, 16, 16, 16]",35.33918991254572
25,"[9, 10, 11, 15, 16, 16]",35.32716268841849
26,"[9, 10, 11, 14, 16, 16]",35.22512305398715
27,"[9, 10, 11, 13, 16, 16]",35.01540249439993
28,"[9, 10, 11, 12, 16, 16]",34.57766875997321
29,"[9, 10, 11, 13, 16, 16]",35.01540249439993
30,"[9, 10, 11, 13, 15, 16]",35.01540249439993
31,"[9, 10, 11, 13, 14, 16]",35.01540249439993
32,"[9, 10, 11, 13, 13, 16]",34.69254574058669
