,0,1
0,"[16, 16, 16, 16, 16, 16]",38.178423827332864
1,"[16, 15, 16, 16, 16, 16]",38.15935960685459
2,"[16, 14, 16, 16, 16, 16]",38.085165477376535
3,"[16, 13, 16, 16, 16, 16]",37.92371949256406
4,"[16, 12, 16, 16, 16, 16]",37.55847735716474
5,"[16, 11, 16, 16, 16, 16]",36.80693483217621
6,"[16, 10, 16, 16, 16, 16]",35.33918991254572
7,"[16, 9, 16, 16, 16, 16]",32.294580062614024
8,"[16, 10, 16, 16, 16, 16]",35.33918991254572
9,"[16, 10, 16, 15, 16, 16]",35.32716268841849
10,"[16, 10, 16, 14, 16, 16]",35.22512305398715
11,"[16, 10, 16, 13, 16, 16]",35.01540249439993
12,"[16, 10, 16, 12, 16, 16]",34.57766875997321
