,0
0,0.0637965202331543
1,0.05155549865676348
2,0.04161707696989578
3,0.040811706487296255
4,0.09511972067770821
5,0.11415119915249175
6,0.0745427064326912
7,0.04468043582670874
8,0.05502259519576833
9,0.03278607780300921
10,0.027489258096462865
11,0.09654440094438824
12,0.053247450712520676
13,0.08999308462502424
14,0.04612039140532938
15,0.07333157749911826
16,0.05641090551871211
17,0.055099565006554434
18,0.07569966536552786
19,0.08378030548822853
20,0.05431280733169108
21,0.02580508564486009
22,0.031823472121583624
23,0.0915903577889899
24,0.0965344967923489
25,0.09580192845173946
26,0.04469320170376553
27,0.015916519143131004
28,0.04595050217551424
29,0.11194756493641113
30,0.07171228083071869
31,0.03553443503976918
32,0.034223079681396484
33,0.03553443503976918
34,0.07171228083071869
35,0.11194756493641113
36,0.04595050217551424
37,0.015916519143131004
38,0.04469320170376553
39,0.09580192845173946
40,0.0965344967923489
41,0.0915903577889899
42,0.031823472121583624
43,0.02580508564486009
44,0.05431280733169108
45,0.08378030548822853
46,0.07569966536552786
47,0.055099565006554434
48,0.05641090551871211
49,0.07333157749911826
50,0.04612039140532938
51,0.08999308462502424
52,0.053247450712520676
53,0.09654440094438824
54,0.027489258096462865
55,0.03278607780300921
56,0.05502259519576833
57,0.04468043582670874
58,0.0745427064326912
59,0.11415119915249175
60,0.09511972067770821
61,0.040811706487296255
62,0.04161707696989578
63,0.05155549865676348
