,0
0,0.10944795608520508
1,0.07078536765334806
2,0.04934148986204516
3,0.11867468796385758
4,0.06456723126598245
5,0.0458132075527235
6,0.0958613468956025
7,0.10287546382501932
8,0.009591077972273512
9,0.03960728859453022
10,0.11238621035399028
11,0.1393720140874708
12,0.045710445755757494
13,0.043415961625693035
14,0.08494284614395647
15,0.11414590492611656
16,0.08044612917418399
17,0.0463871757916741
18,0.06916908919454327
19,0.06024304396259689
20,0.029203889743890352
21,0.03221506582400907
22,0.04927479594367806
23,0.07771571835623288
24,0.05763034192526455
25,0.07717381868318383
26,0.060368955491260326
27,0.05161126680701871
28,0.05802213327209221
29,0.03799335282242234
30,0.05657741501499965
31,0.06546503885804786
32,0.029500484466552734
33,0.06546503885804786
34,0.05657741501499965
35,0.03799335282242234
36,0.05802213327209221
37,0.05161126680701871
38,0.060368955491260326
39,0.07717381868318383
40,0.05763034192526455
41,0.07771571835623288
42,0.04927479594367806
43,0.03221506582400907
44,0.029203889743890352
45,0.06024304396259689
46,0.06916908919454327
47,0.0463871757916741
48,0.08044612917418399
49,0.11414590492611656
50,0.08494284614395647
51,0.043415961625693035
52,0.045710445755757494
53,0.1393720140874708
54,0.11238621035399028
55,0.03960728859453022
56,0.009591077972273512
57,0.10287546382501932
58,0.0958613468956025
59,0.0458132075527235
60,0.06456723126598245
61,0.11867468796385758
62,0.04934148986204516
63,0.07078536765334806
